epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625071232249,2021-06-30T18:40:32.249,3.148,-0.001,-0.014,1.002
1625071232249,2021-06-30T18:40:32.249,3.148,-0.001,-0.022,1.004
1625071232251,2021-06-30T18:40:32.251,3.150,-0.002,-0.021,1.008
1625071232252,2021-06-30T18:40:32.252,3.151,-0.002,-0.016,1.003
1625071232254,2021-06-30T18:40:32.254,3.153,-0.006,-0.019,1.011
1625071232255,2021-06-30T18:40:32.255,3.154,-0.005,-0.015,1.009
1625071232257,2021-06-30T18:40:32.257,3.156,-0.003,-0.025,1.004
1625071232258,2021-06-30T18:40:32.258,3.157,-0.001,-0.021,1.012
1625071232258,2021-06-30T18:40:32.258,3.157,-0.004,-0.017,1.013
1625071232260,2021-06-30T18:40:32.260,3.159,0.000,-0.013,1.004
1625071232261,2021-06-30T18:40:32.261,3.160,0.000,-0.017,1.014
1625071232263,2021-06-30T18:40:32.263,3.162,-0.004,-0.019,1.005
1625071232264,2021-06-30T18:40:32.264,3.163,-0.004,-0.020,1.005
1625071232266,2021-06-30T18:40:32.266,3.165,-0.006,-0.016,1.000
1625071232266,2021-06-30T18:40:32.266,3.165,-0.001,-0.018,1.005
1625071232267,2021-06-30T18:40:32.267,3.166,0.002,-0.018,1.006
1625071232268,2021-06-30T18:40:32.268,3.167,-0.000,-0.018,1.000
1625071232270,2021-06-30T18:40:32.270,3.169,-0.002,-0.016,1.006
1625071232271,2021-06-30T18:40:32.271,3.170,-0.002,-0.020,1.010
1625071232273,2021-06-30T18:40:32.273,3.172,0.000,-0.021,1.011
1625071232274,2021-06-30T18:40:32.274,3.173,-0.004,-0.019,1.008
1625071232276,2021-06-30T18:40:32.276,3.175,0.000,-0.019,1.005
1625071232276,2021-06-30T18:40:32.276,3.175,-0.004,-0.016,1.003
1625071232277,2021-06-30T18:40:32.277,3.176,-0.003,-0.015,1.001
1625071232279,2021-06-30T18:40:32.279,3.178,-0.000,-0.016,1.013
1625071232280,2021-06-30T18:40:32.280,3.179,-0.002,-0.020,1.011
1625071232282,2021-06-30T18:40:32.282,3.181,0.001,-0.016,1.009
1625071232282,2021-06-30T18:40:32.282,3.181,0.008,-0.016,1.011
1625071232283,2021-06-30T18:40:32.283,3.182,0.000,-0.019,1.007
1625071232285,2021-06-30T18:40:32.285,3.184,-0.002,-0.017,1.009
1625071232286,2021-06-30T18:40:32.286,3.185,0.004,-0.014,1.009
1625071232288,2021-06-30T18:40:32.288,3.187,0.000,-0.027,1.008
1625071232289,2021-06-30T18:40:32.289,3.188,-0.005,-0.018,1.013
1625071232290,2021-06-30T18:40:32.290,3.189,-0.006,-0.015,1.010
1625071232290,2021-06-30T18:40:32.290,3.189,0.001,-0.018,1.008
1625071232292,2021-06-30T18:40:32.292,3.191,0.000,-0.020,1.011
1625071232293,2021-06-30T18:40:32.293,3.192,0.002,-0.017,1.010
1625071232295,2021-06-30T18:40:32.295,3.194,0.002,-0.017,1.002
1625071232296,2021-06-30T18:40:32.296,3.195,-0.000,-0.019,1.001
1625071232298,2021-06-30T18:40:32.298,3.197,0.001,-0.017,1.012
1625071232298,2021-06-30T18:40:32.298,3.197,-0.004,-0.018,1.008
1625071232299,2021-06-30T18:40:32.299,3.198,0.002,-0.017,1.007
1625071232301,2021-06-30T18:40:32.301,3.200,-0.003,-0.019,1.006
1625071232302,2021-06-30T18:40:32.302,3.201,0.001,-0.017,1.003
1625071232304,2021-06-30T18:40:32.304,3.203,-0.006,-0.017,1.003
1625071232305,2021-06-30T18:40:32.305,3.204,-0.005,-0.019,1.009
1625071232307,2021-06-30T18:40:32.307,3.206,0.002,-0.024,1.005
1625071232307,2021-06-30T18:40:32.307,3.206,0.001,-0.020,1.004
1625071232308,2021-06-30T18:40:32.308,3.207,-0.003,-0.023,1.004
1625071232309,2021-06-30T18:40:32.309,3.208,-0.001,-0.020,1.008
1625071232311,2021-06-30T18:40:32.311,3.210,0.000,-0.017,1.008
1625071232312,2021-06-30T18:40:32.312,3.211,0.001,-0.024,1.004
1625071232314,2021-06-30T18:40:32.314,3.213,-0.005,-0.021,1.008
1625071232314,2021-06-30T18:40:32.314,3.213,0.000,-0.021,1.005
1625071232315,2021-06-30T18:40:32.315,3.214,0.006,-0.020,1.007
1625071232317,2021-06-30T18:40:32.317,3.216,-0.007,-0.020,1.010
1625071232318,2021-06-30T18:40:32.318,3.217,-0.001,-0.017,1.005
1625071232320,2021-06-30T18:40:32.320,3.219,0.005,-0.020,0.994
1625071232321,2021-06-30T18:40:32.321,3.220,0.003,-0.017,1.003
1625071232323,2021-06-30T18:40:32.323,3.222,0.000,-0.016,1.004
1625071232323,2021-06-30T18:40:32.323,3.222,-0.003,-0.021,1.003
1625071232324,2021-06-30T18:40:32.324,3.223,-0.004,-0.020,1.006
1625071232326,2021-06-30T18:40:32.326,3.225,-0.002,-0.014,0.996
1625071232327,2021-06-30T18:40:32.327,3.226,-0.000,-0.014,1.004
1625071232329,2021-06-30T18:40:32.329,3.228,-0.001,-0.021,1.008
1625071232330,2021-06-30T18:40:32.330,3.229,0.002,-0.019,1.003
1625071232331,2021-06-30T18:40:32.331,3.230,-0.006,-0.016,1.013
1625071232331,2021-06-30T18:40:32.331,3.230,-0.002,-0.017,0.999
1625071232333,2021-06-30T18:40:32.333,3.232,-0.001,-0.023,1.009
1625071232334,2021-06-30T18:40:32.334,3.233,-0.001,-0.014,1.000
1625071232336,2021-06-30T18:40:32.336,3.235,-0.002,-0.015,1.010
1625071232337,2021-06-30T18:40:32.337,3.236,-0.005,-0.017,1.003
1625071232339,2021-06-30T18:40:32.339,3.238,-0.007,-0.014,1.008
1625071232339,2021-06-30T18:40:32.339,3.238,-0.004,-0.018,1.009
1625071232340,2021-06-30T18:40:32.340,3.239,-0.000,-0.019,1.007
1625071232342,2021-06-30T18:40:32.342,3.241,0.000,-0.011,1.002
1625071232343,2021-06-30T18:40:32.343,3.242,0.002,-0.020,1.004
1625071232345,2021-06-30T18:40:32.345,3.244,-0.004,-0.019,1.010
1625071232346,2021-06-30T18:40:32.346,3.245,-0.001,-0.018,1.010
1625071232348,2021-06-30T18:40:32.348,3.247,0.001,-0.021,1.009
1625071232348,2021-06-30T18:40:32.348,3.247,0.005,-0.015,1.006
1625071232349,2021-06-30T18:40:32.349,3.248,-0.005,-0.021,1.010
1625071232351,2021-06-30T18:40:32.351,3.250,-0.010,-0.018,1.010
1625071232352,2021-06-30T18:40:32.352,3.251,0.003,-0.013,1.002
1625071232353,2021-06-30T18:40:32.353,3.252,-0.001,-0.015,1.001
1625071232355,2021-06-30T18:40:32.355,3.254,-0.002,-0.015,1.012
1625071232355,2021-06-30T18:40:32.355,3.254,-0.007,-0.016,1.007
1625071232356,2021-06-30T18:40:32.356,3.255,-0.013,-0.017,1.003
1625071232358,2021-06-30T18:40:32.358,3.257,-0.006,-0.016,0.999
1625071232359,2021-06-30T18:40:32.359,3.258,0.001,-0.017,1.002
1625071232361,2021-06-30T18:40:32.361,3.260,-0.004,-0.013,1.002
1625071232362,2021-06-30T18:40:32.362,3.261,0.001,-0.014,1.014
1625071232364,2021-06-30T18:40:32.364,3.263,-0.003,-0.015,1.001
1625071232364,2021-06-30T18:40:32.364,3.263,-0.008,-0.022,1.002
1625071232365,2021-06-30T18:40:32.365,3.264,-0.004,-0.020,1.013
1625071232367,2021-06-30T18:40:32.367,3.266,-0.004,-0.015,1.007
1625071232368,2021-06-30T18:40:32.368,3.267,-0.008,-0.016,1.006
1625071232370,2021-06-30T18:40:32.370,3.269,-0.004,-0.013,0.997
1625071232371,2021-06-30T18:40:32.371,3.270,-0.005,-0.019,1.010
1625071232371,2021-06-30T18:40:32.371,3.270,0.002,-0.016,1.007
1625071232372,2021-06-30T18:40:32.372,3.271,-0.000,-0.020,1.004
1625071232374,2021-06-30T18:40:32.374,3.273,-0.002,-0.022,1.004
1625071232375,2021-06-30T18:40:32.375,3.274,-0.006,-0.017,1.004
1625071232377,2021-06-30T18:40:32.377,3.276,-0.006,-0.019,1.006
1625071232378,2021-06-30T18:40:32.378,3.277,-0.007,-0.014,1.004
1625071232380,2021-06-30T18:40:32.380,3.279,-0.002,-0.017,0.996
1625071232380,2021-06-30T18:40:32.380,3.279,-0.006,-0.024,1.003
1625071232381,2021-06-30T18:40:32.381,3.280,-0.004,-0.022,1.010
1625071232383,2021-06-30T18:40:32.383,3.282,-0.001,-0.020,1.005
1625071232384,2021-06-30T18:40:32.384,3.283,-0.000,-0.018,1.013
1625071232386,2021-06-30T18:40:32.386,3.285,-0.004,-0.022,1.004
1625071232387,2021-06-30T18:40:32.387,3.286,-0.001,-0.020,1.001
1625071232387,2021-06-30T18:40:32.387,3.286,-0.006,-0.019,1.009
1625071232389,2021-06-30T18:40:32.389,3.288,0.003,-0.021,1.006
1625071232390,2021-06-30T18:40:32.390,3.289,-0.005,-0.018,1.006
1625071232392,2021-06-30T18:40:32.392,3.291,-0.001,-0.023,1.006
1625071232393,2021-06-30T18:40:32.393,3.292,-0.003,-0.017,1.006
1625071232394,2021-06-30T18:40:32.394,3.293,0.001,-0.015,1.005
1625071232396,2021-06-30T18:40:32.396,3.295,0.001,-0.021,1.017
1625071232396,2021-06-30T18:40:32.396,3.295,-0.005,-0.017,1.001
1625071232397,2021-06-30T18:40:32.397,3.296,0.002,-0.012,1.004
1625071232399,2021-06-30T18:40:32.399,3.298,-0.000,-0.014,1.014
1625071232400,2021-06-30T18:40:32.400,3.299,-0.003,-0.013,1.008
1625071232402,2021-06-30T18:40:32.402,3.301,-0.003,-0.015,1.008
1625071232403,2021-06-30T18:40:32.403,3.302,0.000,-0.023,1.003
1625071232403,2021-06-30T18:40:32.403,3.302,-0.001,-0.021,1.007
1625071232405,2021-06-30T18:40:32.405,3.304,-0.001,-0.015,1.010
1625071232406,2021-06-30T18:40:32.406,3.305,-0.006,-0.020,1.010
1625071232408,2021-06-30T18:40:32.408,3.307,0.002,-0.013,1.015
1625071232409,2021-06-30T18:40:32.409,3.308,-0.002,-0.019,1.015
1625071232411,2021-06-30T18:40:32.411,3.310,0.001,-0.018,1.009
1625071232412,2021-06-30T18:40:32.412,3.311,0.001,-0.017,1.006
1625071232412,2021-06-30T18:40:32.412,3.311,-0.004,-0.021,1.013
1625071232413,2021-06-30T18:40:32.413,3.312,-0.001,-0.019,1.007
1625071232415,2021-06-30T18:40:32.415,3.314,-0.001,-0.018,1.003
1625071232416,2021-06-30T18:40:32.416,3.315,-0.004,-0.022,1.011
1625071232418,2021-06-30T18:40:32.418,3.317,-0.004,-0.020,1.008
1625071232419,2021-06-30T18:40:32.419,3.318,-0.010,-0.019,1.005
1625071232421,2021-06-30T18:40:32.421,3.320,-0.004,-0.017,1.003
1625071232421,2021-06-30T18:40:32.421,3.320,0.004,-0.015,1.003
1625071232422,2021-06-30T18:40:32.422,3.321,-0.002,-0.017,1.008
1625071232424,2021-06-30T18:40:32.424,3.323,0.002,-0.018,1.006
1625071232425,2021-06-30T18:40:32.425,3.324,-0.003,-0.018,1.008
1625071232427,2021-06-30T18:40:32.427,3.326,0.000,-0.022,1.008
1625071232428,2021-06-30T18:40:32.428,3.327,-0.002,-0.021,1.002
1625071232428,2021-06-30T18:40:32.428,3.327,-0.002,-0.020,1.006
1625071232430,2021-06-30T18:40:32.430,3.329,0.001,-0.022,1.011
1625071232431,2021-06-30T18:40:32.431,3.330,0.005,-0.022,0.999
1625071232433,2021-06-30T18:40:32.433,3.332,-0.000,-0.020,1.011
1625071232434,2021-06-30T18:40:32.434,3.333,0.003,-0.022,1.012
1625071232435,2021-06-30T18:40:32.435,3.334,0.000,-0.014,1.008
1625071232437,2021-06-30T18:40:32.437,3.336,-0.002,-0.024,1.006
1625071232437,2021-06-30T18:40:32.437,3.336,-0.001,-0.023,1.006
1625071232438,2021-06-30T18:40:32.438,3.337,-0.003,-0.016,1.011
1625071232440,2021-06-30T18:40:32.440,3.339,0.003,-0.016,1.003
1625071232441,2021-06-30T18:40:32.441,3.340,0.000,-0.018,1.003
1625071232443,2021-06-30T18:40:32.443,3.342,-0.005,-0.014,1.004
1625071232444,2021-06-30T18:40:32.444,3.343,-0.004,-0.023,1.013
1625071232444,2021-06-30T18:40:32.444,3.343,-0.001,-0.020,1.007
1625071232446,2021-06-30T18:40:32.446,3.345,-0.002,-0.017,0.998
1625071232447,2021-06-30T18:40:32.447,3.346,0.000,-0.021,1.009
1625071232449,2021-06-30T18:40:32.449,3.348,0.000,-0.021,1.005
1625071232450,2021-06-30T18:40:32.450,3.349,-0.001,-0.027,1.002
1625071232452,2021-06-30T18:40:32.452,3.351,0.001,-0.020,1.013
1625071232453,2021-06-30T18:40:32.453,3.352,-0.006,-0.017,1.007
1625071232453,2021-06-30T18:40:32.453,3.352,-0.001,-0.021,1.004
1625071232455,2021-06-30T18:40:32.455,3.354,-0.007,-0.013,1.007
1625071232456,2021-06-30T18:40:32.456,3.355,-0.001,-0.023,1.008
1625071232457,2021-06-30T18:40:32.457,3.356,-0.000,-0.021,1.006
1625071232459,2021-06-30T18:40:32.459,3.358,-0.003,-0.016,1.007
1625071232460,2021-06-30T18:40:32.460,3.359,0.000,-0.011,1.002
1625071232460,2021-06-30T18:40:32.460,3.359,-0.000,-0.019,1.002
1625071232462,2021-06-30T18:40:32.462,3.361,-0.002,-0.019,1.013
1625071232463,2021-06-30T18:40:32.463,3.362,-0.000,-0.021,1.005
1625071232465,2021-06-30T18:40:32.465,3.364,0.001,-0.018,1.006
1625071232466,2021-06-30T18:40:32.466,3.365,-0.006,-0.018,1.005
1625071232468,2021-06-30T18:40:32.468,3.367,-0.003,-0.019,1.009
1625071232469,2021-06-30T18:40:32.469,3.368,0.001,-0.021,0.998
1625071232469,2021-06-30T18:40:32.469,3.368,-0.005,-0.014,1.000
1625071232471,2021-06-30T18:40:32.471,3.370,-0.005,-0.022,1.010
1625071232472,2021-06-30T18:40:32.472,3.371,-0.001,-0.017,1.001
1625071232474,2021-06-30T18:40:32.474,3.373,-0.002,-0.015,1.002
1625071232475,2021-06-30T18:40:32.475,3.374,0.000,-0.017,1.005
1625071232476,2021-06-30T18:40:32.476,3.375,-0.001,-0.016,1.002
1625071232476,2021-06-30T18:40:32.476,3.375,-0.003,-0.020,1.004
1625071232478,2021-06-30T18:40:32.478,3.377,-0.004,-0.013,1.011
1625071232479,2021-06-30T18:40:32.479,3.378,0.001,-0.017,1.011
1625071232481,2021-06-30T18:40:32.481,3.380,-0.005,-0.017,1.009
1625071232482,2021-06-30T18:40:32.482,3.381,-0.003,-0.020,1.012
1625071232484,2021-06-30T18:40:32.484,3.383,-0.001,-0.027,1.004
1625071232485,2021-06-30T18:40:32.485,3.384,-0.005,-0.017,1.009
1625071232485,2021-06-30T18:40:32.485,3.384,-0.003,-0.016,1.006
1625071232487,2021-06-30T18:40:32.487,3.386,-0.006,-0.021,1.009
1625071232488,2021-06-30T18:40:32.488,3.387,0.001,-0.015,1.014
1625071232490,2021-06-30T18:40:32.490,3.389,0.002,-0.021,1.011
1625071232491,2021-06-30T18:40:32.491,3.390,0.001,-0.016,1.006
1625071232493,2021-06-30T18:40:32.493,3.392,-0.002,-0.021,1.014
1625071232494,2021-06-30T18:40:32.494,3.393,-0.005,-0.016,1.007
1625071232494,2021-06-30T18:40:32.494,3.393,-0.000,-0.016,0.996
1625071232496,2021-06-30T18:40:32.496,3.395,0.001,-0.012,1.012
1625071232497,2021-06-30T18:40:32.497,3.396,-0.005,-0.018,1.012
1625071232498,2021-06-30T18:40:32.498,3.397,-0.001,-0.013,1.012
1625071232500,2021-06-30T18:40:32.500,3.399,-0.002,-0.022,1.009
1625071232501,2021-06-30T18:40:32.501,3.400,-0.000,-0.015,1.003
1625071232501,2021-06-30T18:40:32.501,3.400,0.003,-0.020,1.013
1625071232503,2021-06-30T18:40:32.503,3.402,-0.003,-0.019,1.007
1625071232504,2021-06-30T18:40:32.504,3.403,0.000,-0.019,1.003
1625071232506,2021-06-30T18:40:32.506,3.405,-0.002,-0.020,1.006
1625071232507,2021-06-30T18:40:32.507,3.406,-0.000,-0.013,1.001
1625071232509,2021-06-30T18:40:32.509,3.408,0.002,-0.016,1.004
1625071232510,2021-06-30T18:40:32.510,3.409,-0.004,-0.021,1.004
1625071232510,2021-06-30T18:40:32.510,3.409,-0.004,-0.019,1.013
1625071232512,2021-06-30T18:40:32.512,3.411,-0.008,-0.023,1.012
1625071232513,2021-06-30T18:40:32.513,3.412,-0.006,-0.014,1.003
1625071232515,2021-06-30T18:40:32.515,3.414,-0.001,-0.019,1.004
1625071232516,2021-06-30T18:40:32.516,3.415,-0.001,-0.020,1.004
1625071232518,2021-06-30T18:40:32.518,3.417,-0.001,-0.020,1.004
1625071232518,2021-06-30T18:40:32.518,3.417,-0.001,-0.020,1.006
1625071232519,2021-06-30T18:40:32.519,3.418,-0.003,-0.019,1.010
1625071232520,2021-06-30T18:40:32.520,3.419,-0.009,-0.016,1.001
1625071232522,2021-06-30T18:40:32.522,3.421,0.000,-0.017,1.000
1625071232523,2021-06-30T18:40:32.523,3.422,-0.005,-0.020,1.008
1625071232525,2021-06-30T18:40:32.525,3.424,-0.003,-0.020,1.007
1625071232526,2021-06-30T18:40:32.526,3.425,-0.002,-0.019,1.006
1625071232526,2021-06-30T18:40:32.526,3.425,0.003,-0.021,1.009
1625071232528,2021-06-30T18:40:32.528,3.427,-0.003,-0.017,1.000
1625071232529,2021-06-30T18:40:32.529,3.428,-0.004,-0.019,1.002
1625071232531,2021-06-30T18:40:32.531,3.430,-0.003,-0.020,1.006
1625071232532,2021-06-30T18:40:32.532,3.431,0.000,-0.017,0.999
1625071232534,2021-06-30T18:40:32.534,3.433,-0.003,-0.020,1.007
1625071232534,2021-06-30T18:40:32.534,3.433,-0.005,-0.020,1.005
1625071232535,2021-06-30T18:40:32.535,3.434,-0.006,-0.016,1.000
1625071232537,2021-06-30T18:40:32.537,3.436,0.004,-0.022,1.009
1625071232538,2021-06-30T18:40:32.538,3.437,0.005,-0.017,1.000
1625071232539,2021-06-30T18:40:32.539,3.438,0.004,-0.020,1.014
1625071232541,2021-06-30T18:40:32.541,3.440,-0.004,-0.021,1.007
1625071232542,2021-06-30T18:40:32.542,3.441,0.003,-0.019,0.996
1625071232542,2021-06-30T18:40:32.542,3.441,0.002,-0.019,0.997
1625071232544,2021-06-30T18:40:32.544,3.443,-0.009,-0.025,1.003
1625071232545,2021-06-30T18:40:32.545,3.444,-0.000,-0.020,1.003
1625071232547,2021-06-30T18:40:32.547,3.446,0.001,-0.014,1.002
1625071232548,2021-06-30T18:40:32.548,3.447,-0.002,-0.021,1.009
1625071232550,2021-06-30T18:40:32.550,3.449,-0.001,-0.021,1.009
1625071232550,2021-06-30T18:40:32.550,3.449,-0.002,-0.017,1.010
1625071232551,2021-06-30T18:40:32.551,3.450,-0.001,-0.013,1.007
1625071232553,2021-06-30T18:40:32.553,3.452,0.003,-0.019,1.002
1625071232554,2021-06-30T18:40:32.554,3.453,-0.002,-0.017,1.002
1625071232556,2021-06-30T18:40:32.556,3.455,-0.002,-0.019,1.008
1625071232557,2021-06-30T18:40:32.557,3.456,0.001,-0.017,1.005
1625071232559,2021-06-30T18:40:32.559,3.458,-0.007,-0.018,1.005
1625071232559,2021-06-30T18:40:32.559,3.458,-0.004,-0.018,1.017
1625071232560,2021-06-30T18:40:32.560,3.459,-0.000,-0.017,1.011
1625071232561,2021-06-30T18:40:32.561,3.460,-0.004,-0.021,1.011
1625071232563,2021-06-30T18:40:32.563,3.462,-0.001,-0.018,1.005
1625071232564,2021-06-30T18:40:32.564,3.463,-0.003,-0.017,1.006
1625071232566,2021-06-30T18:40:32.566,3.465,-0.001,-0.019,1.005
1625071232566,2021-06-30T18:40:32.566,3.465,-0.006,-0.014,1.012
1625071232567,2021-06-30T18:40:32.567,3.466,-0.001,-0.014,1.005
1625071232569,2021-06-30T18:40:32.569,3.468,0.003,-0.013,1.009
1625071232570,2021-06-30T18:40:32.570,3.469,0.003,-0.017,1.003
1625071232572,2021-06-30T18:40:32.572,3.471,0.002,-0.020,1.006
1625071232573,2021-06-30T18:40:32.573,3.472,-0.001,-0.020,1.006
1625071232575,2021-06-30T18:40:32.575,3.474,0.002,-0.023,1.009
1625071232575,2021-06-30T18:40:32.575,3.474,-0.006,-0.016,1.002
1625071232576,2021-06-30T18:40:32.576,3.475,0.002,-0.019,1.009
1625071232578,2021-06-30T18:40:32.578,3.477,0.001,-0.019,1.009
1625071232579,2021-06-30T18:40:32.579,3.478,-0.003,-0.018,1.012
1625071232580,2021-06-30T18:40:32.580,3.479,-0.002,-0.018,1.003
1625071232582,2021-06-30T18:40:32.582,3.481,-0.003,-0.020,1.010
1625071232583,2021-06-30T18:40:32.583,3.482,-0.006,-0.015,1.006
1625071232583,2021-06-30T18:40:32.583,3.482,-0.000,-0.019,1.010
1625071232585,2021-06-30T18:40:32.585,3.484,-0.002,-0.019,1.006
1625071232586,2021-06-30T18:40:32.586,3.485,-0.003,-0.012,1.007
1625071232588,2021-06-30T18:40:32.588,3.487,-0.001,-0.019,1.006
1625071232589,2021-06-30T18:40:32.589,3.488,0.000,-0.015,1.005
1625071232591,2021-06-30T18:40:32.591,3.490,0.000,-0.014,1.015
1625071232591,2021-06-30T18:40:32.591,3.490,-0.003,-0.020,1.011
1625071232592,2021-06-30T18:40:32.592,3.491,0.002,-0.019,1.014
1625071232594,2021-06-30T18:40:32.594,3.493,0.002,-0.017,1.005
1625071232595,2021-06-30T18:40:32.595,3.494,-0.001,-0.016,0.996
1625071232597,2021-06-30T18:40:32.597,3.496,-0.001,-0.018,1.011
1625071232598,2021-06-30T18:40:32.598,3.497,0.001,-0.022,1.007
1625071232600,2021-06-30T18:40:32.600,3.499,-0.001,-0.017,1.010
1625071232600,2021-06-30T18:40:32.600,3.499,-0.005,-0.015,1.010
1625071232601,2021-06-30T18:40:32.601,3.500,-0.003,-0.018,1.006
1625071232602,2021-06-30T18:40:32.602,3.501,-0.003,-0.019,1.012
1625071232604,2021-06-30T18:40:32.604,3.503,-0.002,-0.020,1.008
1625071232605,2021-06-30T18:40:32.605,3.504,-0.000,-0.017,1.008
1625071232607,2021-06-30T18:40:32.607,3.506,-0.002,-0.022,1.010
1625071232607,2021-06-30T18:40:32.607,3.506,0.000,-0.019,1.008
1625071232608,2021-06-30T18:40:32.608,3.507,0.004,-0.020,0.998
1625071232610,2021-06-30T18:40:32.610,3.509,-0.002,-0.019,1.007
1625071232611,2021-06-30T18:40:32.611,3.510,-0.002,-0.021,1.005
1625071232613,2021-06-30T18:40:32.613,3.512,0.000,-0.021,1.010
1625071232614,2021-06-30T18:40:32.614,3.513,-0.002,-0.009,1.013
1625071232616,2021-06-30T18:40:32.616,3.515,-0.002,-0.019,1.012
1625071232616,2021-06-30T18:40:32.616,3.515,0.001,-0.021,1.009
1625071232617,2021-06-30T18:40:32.617,3.516,-0.002,-0.014,1.005
1625071232619,2021-06-30T18:40:32.619,3.518,-0.007,-0.017,1.004
1625071232620,2021-06-30T18:40:32.620,3.519,-0.002,-0.015,1.009
1625071232622,2021-06-30T18:40:32.622,3.521,-0.003,-0.019,1.003
1625071232623,2021-06-30T18:40:32.623,3.522,-0.007,-0.023,1.001
1625071232623,2021-06-30T18:40:32.623,3.522,-0.002,-0.018,1.009
1625071232624,2021-06-30T18:40:32.624,3.523,-0.002,-0.019,1.006
1625071232626,2021-06-30T18:40:32.626,3.525,-0.005,-0.014,1.005
1625071232627,2021-06-30T18:40:32.627,3.526,0.002,-0.020,1.003
1625071232629,2021-06-30T18:40:32.629,3.528,-0.009,-0.018,1.005
1625071232630,2021-06-30T18:40:32.630,3.529,-0.005,-0.020,1.002
1625071232632,2021-06-30T18:40:32.632,3.531,-0.004,-0.021,1.016
1625071232632,2021-06-30T18:40:32.632,3.531,-0.002,-0.016,1.006
1625071232633,2021-06-30T18:40:32.633,3.532,-0.002,-0.022,1.006
1625071232635,2021-06-30T18:40:32.635,3.534,-0.001,-0.013,1.014
1625071232636,2021-06-30T18:40:32.636,3.535,-0.001,-0.016,1.010
1625071232638,2021-06-30T18:40:32.638,3.537,0.000,-0.021,1.004
1625071232639,2021-06-30T18:40:32.639,3.538,-0.005,-0.015,1.002
1625071232639,2021-06-30T18:40:32.639,3.538,-0.004,-0.015,1.003
1625071232641,2021-06-30T18:40:32.641,3.540,-0.004,-0.018,1.009
1625071232642,2021-06-30T18:40:32.642,3.541,-0.006,-0.019,1.010
1625071232643,2021-06-30T18:40:32.643,3.542,-0.001,-0.018,1.016
1625071232645,2021-06-30T18:40:32.645,3.544,-0.003,-0.021,1.004
1625071232646,2021-06-30T18:40:32.646,3.545,-0.013,-0.020,1.005
1625071232648,2021-06-30T18:40:32.648,3.547,-0.005,-0.017,1.009
1625071232648,2021-06-30T18:40:32.648,3.547,-0.005,-0.015,1.012
1625071232649,2021-06-30T18:40:32.649,3.548,-0.004,-0.015,1.009
1625071232651,2021-06-30T18:40:32.651,3.550,-0.004,-0.021,1.009
1625071232652,2021-06-30T18:40:32.652,3.551,-0.001,-0.017,1.011
1625071232654,2021-06-30T18:40:32.654,3.553,0.000,-0.018,1.001
1625071232655,2021-06-30T18:40:32.655,3.554,-0.003,-0.015,1.007
1625071232657,2021-06-30T18:40:32.657,3.556,-0.001,-0.015,1.009
1625071232657,2021-06-30T18:40:32.657,3.556,-0.004,-0.016,1.011
1625071232658,2021-06-30T18:40:32.658,3.557,-0.004,-0.021,1.006
1625071232660,2021-06-30T18:40:32.660,3.559,-0.003,-0.014,1.010
1625071232661,2021-06-30T18:40:32.661,3.560,-0.002,-0.016,1.000
1625071232663,2021-06-30T18:40:32.663,3.562,0.003,-0.012,1.003
1625071232664,2021-06-30T18:40:32.664,3.563,0.000,-0.019,1.004
1625071232664,2021-06-30T18:40:32.664,3.563,-0.004,-0.021,1.009
