epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1625071251383,2021-06-30T18:40:51.383,22.337,82.317,-113.780,-7.988
1625071251383,2021-06-30T18:40:51.383,22.337,85.671,-119.268,-9.268
1625071251385,2021-06-30T18:40:51.385,22.339,88.354,-121.768,-8.293
1625071251386,2021-06-30T18:40:51.386,22.340,91.280,-122.012,-7.195
1625071251388,2021-06-30T18:40:51.388,22.342,94.512,-121.951,-6.341
1625071251389,2021-06-30T18:40:51.389,22.343,98.476,-122.805,-6.280
1625071251391,2021-06-30T18:40:51.391,22.345,102.988,-124.146,-6.951
1625071251392,2021-06-30T18:40:51.392,22.346,106.524,-125.305,-7.805
1625071251392,2021-06-30T18:40:51.392,22.346,107.866,-125.793,-9.085
1625071251393,2021-06-30T18:40:51.393,22.347,106.829,-124.939,-11.159
1625071251395,2021-06-30T18:40:51.395,22.349,104.024,-122.073,-13.902
1625071251396,2021-06-30T18:40:51.396,22.350,99.634,-117.866,-17.561
1625071251398,2021-06-30T18:40:51.398,22.352,93.841,-110.732,-21.220
1625071251399,2021-06-30T18:40:51.399,22.353,87.439,-101.037,-23.780
1625071251399,2021-06-30T18:40:51.399,22.353,80.305,-89.024,-25.610
1625071251401,2021-06-30T18:40:51.401,22.355,72.134,-75.854,-26.707
1625071251402,2021-06-30T18:40:51.402,22.356,63.659,-61.220,-26.768
1625071251404,2021-06-30T18:40:51.404,22.358,55.000,-46.646,-26.341
1625071251405,2021-06-30T18:40:51.405,22.359,46.280,-32.439,-25.122
1625071251407,2021-06-30T18:40:51.407,22.361,38.720,-19.695,-23.902
1625071251408,2021-06-30T18:40:51.408,22.362,31.646,-9.451,-22.744
1625071251408,2021-06-30T18:40:51.408,22.362,25.915,-1.890,-21.402
1625071251410,2021-06-30T18:40:51.410,22.364,21.341,3.537,-20.061
1625071251411,2021-06-30T18:40:51.411,22.365,17.683,7.073,-18.537
1625071251413,2021-06-30T18:40:51.413,22.367,15.427,9.146,-16.829
1625071251414,2021-06-30T18:40:51.414,22.368,13.659,10.183,-15.000
1625071251415,2021-06-30T18:40:51.415,22.369,12.378,10.366,-13.659
1625071251417,2021-06-30T18:40:51.417,22.371,11.707,9.878,-12.073
1625071251418,2021-06-30T18:40:51.418,22.372,11.159,9.207,-10.793
1625071251418,2021-06-30T18:40:51.418,22.372,10.915,8.354,-9.695
1625071251420,2021-06-30T18:40:51.420,22.374,10.000,7.195,-9.146
1625071251421,2021-06-30T18:40:51.421,22.375,9.085,5.976,-8.720
1625071251423,2021-06-30T18:40:51.423,22.377,7.866,4.451,-8.598
1625071251424,2021-06-30T18:40:51.424,22.378,6.463,2.988,-8.780
1625071251424,2021-06-30T18:40:51.424,22.378,5.244,2.012,-9.451
1625071251426,2021-06-30T18:40:51.426,22.380,4.390,1.159,-10.366
1625071251427,2021-06-30T18:40:51.427,22.381,3.659,0.305,-10.793
1625071251429,2021-06-30T18:40:51.429,22.383,2.378,-0.427,-11.341
1625071251430,2021-06-30T18:40:51.430,22.384,1.463,-0.610,-12.073
1625071251432,2021-06-30T18:40:51.432,22.386,0.915,-1.098,-12.988
1625071251433,2021-06-30T18:40:51.433,22.387,0.305,-1.585,-13.902
1625071251433,2021-06-30T18:40:51.433,22.387,-0.671,-1.402,-14.512
1625071251434,2021-06-30T18:40:51.434,22.388,-1.220,-1.463,-15.427
1625071251436,2021-06-30T18:40:51.436,22.390,-1.402,-1.768,-16.402
1625071251437,2021-06-30T18:40:51.437,22.391,-1.707,-1.707,-17.439
1625071251439,2021-06-30T18:40:51.439,22.393,-1.524,-1.890,-18.598
1625071251440,2021-06-30T18:40:51.440,22.394,-0.976,-2.195,-19.512
1625071251440,2021-06-30T18:40:51.440,22.394,-0.366,-2.561,-20.061
1625071251442,2021-06-30T18:40:51.442,22.396,0.244,-3.171,-20.976
1625071251443,2021-06-30T18:40:51.443,22.397,1.159,-3.841,-21.890
1625071251445,2021-06-30T18:40:51.445,22.399,2.439,-4.695,-22.378
1625071251446,2021-06-30T18:40:51.446,22.400,3.720,-5.793,-23.354
1625071251448,2021-06-30T18:40:51.448,22.402,5.488,-6.890,-24.268
1625071251449,2021-06-30T18:40:51.449,22.403,7.195,-7.988,-25.427
1625071251449,2021-06-30T18:40:51.449,22.403,8.902,-9.268,-26.402
1625071251451,2021-06-30T18:40:51.451,22.405,10.732,-10.427,-27.256
1625071251452,2021-06-30T18:40:51.452,22.406,12.622,-11.585,-28.171
1625071251454,2021-06-30T18:40:51.454,22.408,14.085,-12.134,-28.598
1625071251455,2021-06-30T18:40:51.455,22.409,15.305,-12.683,-28.963
1625071251456,2021-06-30T18:40:51.456,22.410,16.890,-13.415,-29.024
1625071251456,2021-06-30T18:40:51.456,22.410,18.354,-14.268,-28.780
1625071251458,2021-06-30T18:40:51.458,22.412,19.756,-15.183,-28.476
1625071251459,2021-06-30T18:40:51.459,22.413,20.671,-15.793,-28.415
1625071251461,2021-06-30T18:40:51.461,22.415,21.585,-16.951,-28.171
1625071251462,2021-06-30T18:40:51.462,22.416,22.073,-18.476,-28.171
1625071251464,2021-06-30T18:40:51.464,22.418,22.256,-19.695,-28.293
1625071251465,2021-06-30T18:40:51.465,22.419,22.439,-20.915,-28.293
1625071251465,2021-06-30T18:40:51.465,22.419,22.500,-22.378,-28.476
1625071251467,2021-06-30T18:40:51.467,22.421,22.500,-23.415,-28.841
1625071251468,2021-06-30T18:40:51.468,22.422,22.012,-24.634,-29.146
1625071251470,2021-06-30T18:40:51.470,22.424,21.646,-25.488,-29.573
1625071251471,2021-06-30T18:40:51.471,22.425,21.280,-26.585,-30.305
1625071251473,2021-06-30T18:40:51.473,22.427,20.915,-27.683,-31.220
1625071251473,2021-06-30T18:40:51.473,22.427,20.854,-29.695,-32.683
1625071251474,2021-06-30T18:40:51.474,22.428,20.732,-33.476,-35.366
1625071251476,2021-06-30T18:40:51.476,22.430,21.707,-39.634,-39.634
1625071251477,2021-06-30T18:40:51.477,22.431,23.354,-45.854,-43.232
1625071251478,2021-06-30T18:40:51.478,22.432,24.390,-50.549,-45.122
1625071251480,2021-06-30T18:40:51.480,22.434,24.268,-51.890,-45.671
1625071251481,2021-06-30T18:40:51.481,22.435,24.268,-50.244,-45.000
1625071251481,2021-06-30T18:40:51.481,22.435,24.451,-47.866,-44.024
1625071251483,2021-06-30T18:40:51.483,22.437,25.549,-46.707,-43.049
1625071251484,2021-06-30T18:40:51.484,22.438,27.500,-46.829,-41.829
1625071251486,2021-06-30T18:40:51.486,22.440,29.939,-48.049,-40.793
1625071251487,2021-06-30T18:40:51.487,22.441,32.622,-49.268,-39.512
1625071251489,2021-06-30T18:40:51.489,22.443,35.732,-50.366,-38.232
1625071251489,2021-06-30T18:40:51.489,22.443,38.963,-50.976,-37.073
1625071251490,2021-06-30T18:40:51.490,22.444,42.256,-51.890,-35.976
1625071251492,2021-06-30T18:40:51.492,22.446,45.976,-53.537,-35.183
1625071251493,2021-06-30T18:40:51.493,22.447,49.939,-56.280,-34.939
1625071251495,2021-06-30T18:40:51.495,22.449,53.902,-59.695,-34.939
1625071251496,2021-06-30T18:40:51.496,22.450,57.988,-63.780,-34.878
1625071251497,2021-06-30T18:40:51.497,22.451,62.256,-68.232,-35.366
1625071251497,2021-06-30T18:40:51.497,22.451,65.976,-72.561,-36.037
1625071251499,2021-06-30T18:40:51.499,22.453,69.634,-76.159,-36.341
1625071251500,2021-06-30T18:40:51.500,22.454,72.500,-78.720,-36.524
1625071251502,2021-06-30T18:40:51.502,22.456,74.939,-80.793,-36.951
1625071251503,2021-06-30T18:40:51.503,22.457,76.524,-83.049,-37.805
1625071251505,2021-06-30T18:40:51.505,22.459,77.012,-85.549,-39.573
1625071251506,2021-06-30T18:40:51.506,22.460,75.427,-88.598,-42.439
1625071251508,2021-06-30T18:40:51.508,22.462,71.890,-92.012,-46.037
1625071251508,2021-06-30T18:40:51.508,22.462,67.195,-93.598,-49.634
1625071251509,2021-06-30T18:40:51.509,22.463,61.341,-89.878,-51.402
1625071251511,2021-06-30T18:40:51.511,22.465,55.000,-80.610,-51.098
1625071251512,2021-06-30T18:40:51.512,22.466,47.500,-66.159,-49.512
1625071251514,2021-06-30T18:40:51.514,22.468,38.902,-47.439,-47.866
1625071251514,2021-06-30T18:40:51.514,22.468,29.451,-28.415,-46.768
1625071251515,2021-06-30T18:40:51.515,22.469,20.061,-9.878,-45.854
1625071251517,2021-06-30T18:40:51.517,22.471,10.427,6.646,-44.695
1625071251518,2021-06-30T18:40:51.518,22.472,1.829,21.098,-43.293
1625071251519,2021-06-30T18:40:51.519,22.473,-5.488,32.439,-41.463
1625071251521,2021-06-30T18:40:51.521,22.475,-11.646,41.220,-39.207
1625071251522,2021-06-30T18:40:51.522,22.476,-15.793,47.378,-36.402
1625071251522,2021-06-30T18:40:51.522,22.476,-17.927,50.732,-33.720
1625071251524,2021-06-30T18:40:51.524,22.478,-17.866,52.134,-30.915
1625071251525,2021-06-30T18:40:51.525,22.479,-16.707,51.951,-28.110
1625071251527,2021-06-30T18:40:51.527,22.481,-14.939,50.915,-24.817
1625071251528,2021-06-30T18:40:51.528,22.482,-12.988,49.634,-21.707
1625071251530,2021-06-30T18:40:51.530,22.484,-11.524,47.317,-18.720
1625071251531,2021-06-30T18:40:51.531,22.485,-10.122,44.207,-16.159
1625071251531,2021-06-30T18:40:51.531,22.485,-8.963,40.366,-13.780
1625071251533,2021-06-30T18:40:51.533,22.487,-8.171,36.524,-11.890
1625071251534,2021-06-30T18:40:51.534,22.488,-7.805,32.744,-10.549
1625071251536,2021-06-30T18:40:51.536,22.490,-7.805,28.902,-9.512
1625071251537,2021-06-30T18:40:51.537,22.491,-8.537,25.854,-9.085
1625071251538,2021-06-30T18:40:51.538,22.492,-9.451,23.476,-8.841
1625071251538,2021-06-30T18:40:51.538,22.492,-10.305,21.707,-9.268
1625071251541,2021-06-30T18:40:51.541,22.495,-12.378,20.671,-9.207
1625071251541,2021-06-30T18:40:51.541,22.495,-14.207,20.122,-9.146
1625071251543,2021-06-30T18:40:51.543,22.497,-16.341,20.732,-9.451
1625071251544,2021-06-30T18:40:51.544,22.498,-18.780,21.707,-9.451
1625071251546,2021-06-30T18:40:51.546,22.500,-21.037,22.988,-9.329
1625071251546,2021-06-30T18:40:51.546,22.500,-23.476,25.061,-9.146
1625071251547,2021-06-30T18:40:51.547,22.501,-26.098,26.951,-9.024
1625071251549,2021-06-30T18:40:51.549,22.503,-28.354,29.207,-9.024
1625071251550,2021-06-30T18:40:51.550,22.504,-30.244,30.976,-8.902
1625071251552,2021-06-30T18:40:51.552,22.506,-31.768,32.866,-8.659
1625071251553,2021-06-30T18:40:51.553,22.507,-32.683,34.634,-8.415
1625071251555,2021-06-30T18:40:51.555,22.509,-33.354,35.793,-8.354
1625071251555,2021-06-30T18:40:51.555,22.509,-33.598,36.463,-8.476
1625071251556,2021-06-30T18:40:51.556,22.510,-33.415,36.768,-8.780
1625071251558,2021-06-30T18:40:51.558,22.512,-32.195,36.402,-8.780
1625071251559,2021-06-30T18:40:51.559,22.513,-31.280,35.488,-9.024
1625071251560,2021-06-30T18:40:51.560,22.514,-29.573,34.268,-9.573
1625071251562,2021-06-30T18:40:51.562,22.516,-27.561,32.195,-9.817
1625071251562,2021-06-30T18:40:51.562,22.516,-25.488,30.610,-10.671
1625071251563,2021-06-30T18:40:51.563,22.517,-23.171,28.537,-11.341
1625071251565,2021-06-30T18:40:51.565,22.519,-20.671,26.159,-12.012
1625071251566,2021-06-30T18:40:51.566,22.520,-17.988,23.963,-12.744
1625071251568,2021-06-30T18:40:51.568,22.522,-15.671,21.829,-13.354
1625071251569,2021-06-30T18:40:51.569,22.523,-13.537,19.573,-14.268
1625071251571,2021-06-30T18:40:51.571,22.525,-11.707,17.256,-15.061
1625071251571,2021-06-30T18:40:51.571,22.525,-9.817,15.427,-15.732
1625071251572,2021-06-30T18:40:51.572,22.526,-7.744,13.476,-16.463
1625071251574,2021-06-30T18:40:51.574,22.528,-5.793,11.524,-16.951
1625071251575,2021-06-30T18:40:51.575,22.529,-3.841,10.000,-17.805
1625071251577,2021-06-30T18:40:51.577,22.531,-2.134,8.171,-18.537
1625071251578,2021-06-30T18:40:51.578,22.532,-0.122,6.280,-18.963
1625071251580,2021-06-30T18:40:51.580,22.534,1.951,4.573,-19.390
1625071251580,2021-06-30T18:40:51.580,22.534,3.841,2.805,-20.122
1625071251581,2021-06-30T18:40:51.581,22.535,5.915,0.549,-20.488
1625071251582,2021-06-30T18:40:51.582,22.536,8.049,-1.220,-21.098
1625071251584,2021-06-30T18:40:51.584,22.538,10.305,-2.988,-21.646
1625071251585,2021-06-30T18:40:51.585,22.539,12.927,-5.244,-22.256
1625071251587,2021-06-30T18:40:51.587,22.541,15.000,-7.561,-22.805
1625071251587,2021-06-30T18:40:51.587,22.541,17.256,-9.634,-23.476
1625071251588,2021-06-30T18:40:51.588,22.542,19.573,-11.890,-24.268
1625071251590,2021-06-30T18:40:51.590,22.544,22.256,-14.207,-24.695
1625071251591,2021-06-30T18:40:51.591,22.545,24.756,-16.220,-24.573
1625071251593,2021-06-30T18:40:51.593,22.547,27.317,-18.841,-24.512
1625071251594,2021-06-30T18:40:51.594,22.548,30.122,-21.341,-24.268
1625071251596,2021-06-30T18:40:51.596,22.550,33.049,-23.720,-23.841
1625071251596,2021-06-30T18:40:51.596,22.550,35.915,-26.098,-23.476
1625071251597,2021-06-30T18:40:51.597,22.551,38.293,-28.720,-23.049
1625071251599,2021-06-30T18:40:51.599,22.553,40.610,-31.280,-22.561
1625071251600,2021-06-30T18:40:51.600,22.554,42.988,-33.293,-21.951
1625071251601,2021-06-30T18:40:51.601,22.555,45.061,-34.939,-21.768
1625071251603,2021-06-30T18:40:51.603,22.557,47.195,-36.707,-21.646
1625071251603,2021-06-30T18:40:51.603,22.557,49.451,-38.232,-21.159
1625071251604,2021-06-30T18:40:51.604,22.558,51.220,-39.268,-21.037
1625071251606,2021-06-30T18:40:51.606,22.560,52.927,-40.366,-20.671
1625071251607,2021-06-30T18:40:51.607,22.561,54.085,-41.098,-20.305
1625071251609,2021-06-30T18:40:51.609,22.563,55.183,-41.341,-19.817
1625071251610,2021-06-30T18:40:51.610,22.564,55.671,-41.707,-19.329
1625071251612,2021-06-30T18:40:51.612,22.566,55.854,-41.463,-18.232
1625071251612,2021-06-30T18:40:51.612,22.566,55.854,-41.159,-17.561
1625071251613,2021-06-30T18:40:51.613,22.567,55.061,-40.732,-16.768
1625071251615,2021-06-30T18:40:51.615,22.569,53.963,-39.878,-15.671
1625071251616,2021-06-30T18:40:51.616,22.570,52.317,-38.537,-14.634
1625071251618,2021-06-30T18:40:51.618,22.572,50.610,-36.646,-13.232
1625071251619,2021-06-30T18:40:51.619,22.573,48.049,-34.695,-11.890
1625071251619,2021-06-30T18:40:51.619,22.573,45.549,-32.439,-10.793
1625071251621,2021-06-30T18:40:51.621,22.575,42.683,-29.878,-9.512
1625071251622,2021-06-30T18:40:51.622,22.576,39.634,-27.317,-8.476
1625071251623,2021-06-30T18:40:51.623,22.577,36.402,-24.512,-7.683
1625071251625,2021-06-30T18:40:51.625,22.579,32.561,-21.707,-6.890
1625071251626,2021-06-30T18:40:51.626,22.580,29.085,-19.024,-6.829
1625071251628,2021-06-30T18:40:51.628,22.582,25.610,-16.402,-6.585
1625071251628,2021-06-30T18:40:51.628,22.582,22.134,-13.780,-6.402
1625071251629,2021-06-30T18:40:51.629,22.583,18.780,-11.341,-6.646
1625071251631,2021-06-30T18:40:51.631,22.585,15.427,-8.902,-6.463
1625071251632,2021-06-30T18:40:51.632,22.586,12.256,-6.707,-6.524
1625071251634,2021-06-30T18:40:51.634,22.588,9.207,-4.451,-6.524
1625071251635,2021-06-30T18:40:51.635,22.589,5.793,-2.744,-6.280
1625071251635,2021-06-30T18:40:51.635,22.589,2.744,-0.488,-6.098
1625071251637,2021-06-30T18:40:51.637,22.591,-0.244,1.951,-5.244
1625071251638,2021-06-30T18:40:51.638,22.592,-3.171,4.451,-4.329
1625071251640,2021-06-30T18:40:51.640,22.594,-5.549,7.134,-3.110
1625071251641,2021-06-30T18:40:51.641,22.595,-7.805,9.573,-1.890
1625071251643,2021-06-30T18:40:51.643,22.597,-9.939,11.829,-0.732
1625071251644,2021-06-30T18:40:51.644,22.598,-11.524,13.720,0.671
1625071251644,2021-06-30T18:40:51.644,22.598,-12.805,15.488,1.098
1625071251645,2021-06-30T18:40:51.645,22.599,-13.902,16.524,1.341
1625071251647,2021-06-30T18:40:51.647,22.601,-14.451,16.951,1.280
1625071251648,2021-06-30T18:40:51.648,22.602,-14.573,17.378,0.732
1625071251650,2021-06-30T18:40:51.650,22.604,-14.390,17.073,-0.183
1625071251651,2021-06-30T18:40:51.651,22.605,-13.780,16.159,-0.854
1625071251653,2021-06-30T18:40:51.653,22.607,-12.439,14.939,-1.768
1625071251653,2021-06-30T18:40:51.653,22.607,-10.915,13.171,-2.561
1625071251654,2021-06-30T18:40:51.654,22.608,-9.146,11.159,-3.415
1625071251656,2021-06-30T18:40:51.656,22.610,-7.439,8.963,-3.963
1625071251657,2021-06-30T18:40:51.657,22.611,-5.549,6.585,-4.451
1625071251659,2021-06-30T18:40:51.659,22.613,-3.659,4.268,-4.939
1625071251660,2021-06-30T18:40:51.660,22.614,-2.134,2.317,-5.061
1625071251660,2021-06-30T18:40:51.660,22.614,-0.610,0.549,-5.305
1625071251662,2021-06-30T18:40:51.662,22.616,0.732,-1.037,-5.000
1625071251663,2021-06-30T18:40:51.663,22.617,2.012,-1.707,-4.939
1625071251664,2021-06-30T18:40:51.664,22.618,2.805,-1.829,-5.122
1625071251666,2021-06-30T18:40:51.666,22.620,3.415,-1.585,-4.817
1625071251667,2021-06-30T18:40:51.667,22.621,3.780,-1.220,-4.451
1625071251669,2021-06-30T18:40:51.669,22.623,3.598,-0.610,-4.024
1625071251669,2021-06-30T18:40:51.669,22.623,3.232,0.183,-3.902
1625071251670,2021-06-30T18:40:51.670,22.624,2.622,0.915,-3.659
1625071251672,2021-06-30T18:40:51.672,22.626,2.073,1.707,-3.659
1625071251673,2021-06-30T18:40:51.673,22.627,1.098,2.561,-3.293
1625071251675,2021-06-30T18:40:51.675,22.629,0.183,3.354,-3.354
1625071251676,2021-06-30T18:40:51.676,22.630,-0.549,4.268,-3.049
1625071251676,2021-06-30T18:40:51.676,22.630,-1.280,5.183,-3.110
1625071251678,2021-06-30T18:40:51.678,22.632,-1.585,5.732,-3.232
1625071251679,2021-06-30T18:40:51.679,22.633,-1.829,6.341,-2.988
1625071251681,2021-06-30T18:40:51.681,22.635,-2.012,6.768,-3.049
1625071251682,2021-06-30T18:40:51.682,22.636,-1.524,6.829,-2.988
1625071251684,2021-06-30T18:40:51.684,22.638,-1.037,6.768,-2.805
1625071251685,2021-06-30T18:40:51.685,22.639,-0.305,6.341,-2.988
1625071251685,2021-06-30T18:40:51.685,22.639,0.732,5.915,-2.988
1625071251686,2021-06-30T18:40:51.686,22.640,2.134,4.878,-3.232
1625071251688,2021-06-30T18:40:51.688,22.642,3.841,3.659,-3.476
1625071251689,2021-06-30T18:40:51.689,22.643,5.488,2.561,-3.476
1625071251691,2021-06-30T18:40:51.691,22.645,7.195,1.280,-3.902
1625071251692,2021-06-30T18:40:51.692,22.646,9.146,-0.671,-4.573
1625071251692,2021-06-30T18:40:51.692,22.646,11.341,-2.500,-4.756
1625071251694,2021-06-30T18:40:51.694,22.648,13.171,-4.695,-5.427
1625071251695,2021-06-30T18:40:51.695,22.649,15.000,-6.768,-6.037
1625071251697,2021-06-30T18:40:51.697,22.651,16.646,-8.963,-6.402
1625071251698,2021-06-30T18:40:51.698,22.652,18.537,-11.098,-6.768
1625071251700,2021-06-30T18:40:51.700,22.654,20.244,-13.049,-7.256
1625071251701,2021-06-30T18:40:51.701,22.655,21.890,-14.817,-7.683
1625071251701,2021-06-30T18:40:51.701,22.655,22.988,-16.463,-8.171
1625071251703,2021-06-30T18:40:51.703,22.657,24.207,-17.988,-8.110
1625071251704,2021-06-30T18:40:51.704,22.658,25.122,-18.902,-8.232
1625071251705,2021-06-30T18:40:51.705,22.659,25.793,-19.939,-8.476
1625071251707,2021-06-30T18:40:51.707,22.661,26.402,-20.671,-8.902
1625071251708,2021-06-30T18:40:51.708,22.662,27.134,-20.793,-8.902
1625071251710,2021-06-30T18:40:51.710,22.664,27.927,-21.280,-9.085
1625071251710,2021-06-30T18:40:51.710,22.664,28.963,-21.341,-9.390
1625071251711,2021-06-30T18:40:51.711,22.665,30.305,-21.829,-9.085
1625071251713,2021-06-30T18:40:51.713,22.667,31.707,-22.378,-8.902
1625071251714,2021-06-30T18:40:51.714,22.668,33.780,-23.049,-8.598
1625071251716,2021-06-30T18:40:51.716,22.670,36.098,-24.268,-8.232
1625071251717,2021-06-30T18:40:51.717,22.671,38.598,-25.427,-7.622
1625071251717,2021-06-30T18:40:51.717,22.671,41.037,-27.012,-7.195
1625071251719,2021-06-30T18:40:51.719,22.673,43.415,-28.415,-7.012
1625071251720,2021-06-30T18:40:51.720,22.674,45.793,-29.451,-6.646
1625071251722,2021-06-30T18:40:51.722,22.676,48.354,-29.939,-6.280
1625071251723,2021-06-30T18:40:51.723,22.677,50.549,-30.305,-6.037
1625071251725,2021-06-30T18:40:51.725,22.679,52.561,-30.488,-5.915
1625071251726,2021-06-30T18:40:51.726,22.680,53.598,-30.427,-5.854
1625071251726,2021-06-30T18:40:51.726,22.680,54.695,-29.756,-5.610
1625071251727,2021-06-30T18:40:51.727,22.681,55.366,-29.085,-5.244
1625071251729,2021-06-30T18:40:51.729,22.683,55.549,-28.232,-5.183
1625071251730,2021-06-30T18:40:51.730,22.684,55.549,-27.622,-5.000
1625071251732,2021-06-30T18:40:51.732,22.686,55.183,-26.707,-4.939
1625071251733,2021-06-30T18:40:51.733,22.687,54.695,-25.854,-4.634
1625071251733,2021-06-30T18:40:51.733,22.687,53.841,-25.366,-4.268
1625071251735,2021-06-30T18:40:51.735,22.689,53.049,-24.878,-4.024
1625071251736,2021-06-30T18:40:51.736,22.690,52.378,-24.146,-3.659
1625071251738,2021-06-30T18:40:51.738,22.692,51.768,-23.902,-3.415
1625071251739,2021-06-30T18:40:51.739,22.693,51.037,-23.841,-2.805
1625071251741,2021-06-30T18:40:51.741,22.695,49.939,-23.902,-2.317
1625071251742,2021-06-30T18:40:51.742,22.696,48.963,-23.841,-1.951
1625071251742,2021-06-30T18:40:51.742,22.696,48.354,-23.415,-1.220
1625071251744,2021-06-30T18:40:51.744,22.698,47.744,-23.537,-0.671
1625071251745,2021-06-30T18:40:51.745,22.699,47.256,-23.598,-0.244
1625071251747,2021-06-30T18:40:51.747,22.701,46.220,-22.988,-0.122
1625071251748,2021-06-30T18:40:51.748,22.702,45.549,-22.683,-0.122
1625071251749,2021-06-30T18:40:51.749,22.703,44.695,-22.439,0.122
1625071251749,2021-06-30T18:40:51.749,22.703,43.293,-21.463,-0.061
1625071251751,2021-06-30T18:40:51.751,22.705,41.768,-20.244,-0.061
1625071251752,2021-06-30T18:40:51.752,22.706,40.793,-18.415,-0.244
1625071251754,2021-06-30T18:40:51.754,22.708,38.841,-16.585,-0.732
1625071251755,2021-06-30T18:40:51.755,22.709,36.463,-14.451,-0.732
1625071251757,2021-06-30T18:40:51.757,22.711,33.720,-12.378,-0.427
1625071251758,2021-06-30T18:40:51.758,22.712,30.732,-10.488,-0.244
1625071251758,2021-06-30T18:40:51.758,22.712,27.683,-8.598,0.183
1625071251760,2021-06-30T18:40:51.760,22.714,24.634,-7.012,1.037
1625071251761,2021-06-30T18:40:51.761,22.715,21.829,-5.671,1.646
1625071251763,2021-06-30T18:40:51.763,22.717,19.451,-4.451,2.317
1625071251764,2021-06-30T18:40:51.764,22.718,17.195,-3.476,2.866
1625071251766,2021-06-30T18:40:51.766,22.720,15.488,-3.232,3.110
1625071251766,2021-06-30T18:40:51.766,22.720,13.476,-3.049,3.293
1625071251767,2021-06-30T18:40:51.767,22.721,11.707,-2.927,3.415
1625071251768,2021-06-30T18:40:51.768,22.722,10.549,-2.927,3.354
1625071251770,2021-06-30T18:40:51.770,22.724,9.451,-3.049,3.293
1625071251771,2021-06-30T18:40:51.771,22.725,7.927,-2.805,2.988
1625071251773,2021-06-30T18:40:51.773,22.727,7.256,-2.439,2.500
1625071251774,2021-06-30T18:40:51.774,22.728,6.585,-2.500,2.134
1625071251774,2021-06-30T18:40:51.774,22.728,5.610,-2.256,1.768
1625071251776,2021-06-30T18:40:51.776,22.730,5.366,-2.134,1.646
1625071251777,2021-06-30T18:40:51.777,22.731,5.244,-2.500,1.646
1625071251779,2021-06-30T18:40:51.779,22.733,4.939,-2.988,1.463
1625071251780,2021-06-30T18:40:51.780,22.734,4.573,-3.415,1.098
1625071251782,2021-06-30T18:40:51.782,22.736,4.939,-3.720,0.427
1625071251782,2021-06-30T18:40:51.782,22.736,4.939,-4.329,0.305
1625071251783,2021-06-30T18:40:51.783,22.737,5.305,-4.939,0.366
1625071251785,2021-06-30T18:40:51.785,22.739,5.915,-5.549,0.000
1625071251786,2021-06-30T18:40:51.786,22.740,5.671,-5.976,0.061
1625071251788,2021-06-30T18:40:51.788,22.742,5.427,-6.463,-0.122
1625071251789,2021-06-30T18:40:51.789,22.743,5.244,-6.829,-0.183
1625071251790,2021-06-30T18:40:51.790,22.744,4.634,-7.256,-0.183
1625071251790,2021-06-30T18:40:51.790,22.744,4.024,-7.134,-0.305
1625071251792,2021-06-30T18:40:51.792,22.746,3.476,-7.439,-0.366
1625071251793,2021-06-30T18:40:51.793,22.747,2.500,-7.622,-0.549
1625071251795,2021-06-30T18:40:51.795,22.749,1.524,-7.378,-0.549
1625071251796,2021-06-30T18:40:51.796,22.750,0.488,-7.073,-0.732
1625071251798,2021-06-30T18:40:51.798,22.752,-0.427,-6.890,-0.915
1625071251799,2021-06-30T18:40:51.799,22.753,-1.768,-6.341,-0.793
1625071251799,2021-06-30T18:40:51.799,22.753,-2.927,-5.976,-0.854
1625071251801,2021-06-30T18:40:51.801,22.755,-3.780,-5.366,-0.732
1625071251802,2021-06-30T18:40:51.802,22.756,-4.573,-4.878,-0.488
1625071251804,2021-06-30T18:40:51.804,22.758,-5.183,-4.329,-0.671
1625071251805,2021-06-30T18:40:51.805,22.759,-5.610,-3.902,-0.610
1625071251807,2021-06-30T18:40:51.807,22.761,-5.915,-3.598,-0.732
1625071251807,2021-06-30T18:40:51.807,22.761,-5.915,-3.171,-0.366
1625071251808,2021-06-30T18:40:51.808,22.762,-6.098,-3.110,-0.427
1625071251809,2021-06-30T18:40:51.809,22.763,-5.854,-2.866,-0.427
1625071251811,2021-06-30T18:40:51.811,22.765,-6.159,-2.744,-0.305
1625071251812,2021-06-30T18:40:51.812,22.766,-5.671,-3.049,-0.488
1625071251814,2021-06-30T18:40:51.814,22.768,-5.183,-2.866,-0.976
1625071251815,2021-06-30T18:40:51.815,22.769,-5.549,-3.171,-0.732
1625071251815,2021-06-30T18:40:51.815,22.769,-5.244,-3.598,-0.854
1625071251817,2021-06-30T18:40:51.817,22.771,-4.817,-3.841,-1.037
1625071251818,2021-06-30T18:40:51.818,22.772,-4.390,-4.085,-0.976
1625071251820,2021-06-30T18:40:51.820,22.774,-4.024,-4.390,-1.098
1625071251821,2021-06-30T18:40:51.821,22.775,-3.354,-4.512,-1.280
1625071251823,2021-06-30T18:40:51.823,22.777,-2.622,-4.573,-1.220
1625071251823,2021-06-30T18:40:51.823,22.777,-1.646,-5.183,-1.159
1625071251824,2021-06-30T18:40:51.824,22.778,-0.854,-5.549,-0.915
1625071251826,2021-06-30T18:40:51.826,22.780,0.305,-5.915,-0.671
