epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1625071229046,2021-06-30T18:40:29.046,0.000,0.183,-0.366,-0.122
1625071229047,2021-06-30T18:40:29.047,0.001,0.366,-0.122,0.183
1625071229049,2021-06-30T18:40:29.049,0.003,0.061,-0.366,0.488
1625071229050,2021-06-30T18:40:29.050,0.004,0.122,-0.122,0.305
1625071229052,2021-06-30T18:40:29.052,0.006,0.244,-0.305,0.061
1625071229053,2021-06-30T18:40:29.053,0.007,0.244,-0.427,-0.061
1625071229053,2021-06-30T18:40:29.053,0.007,0.305,-0.244,0.061
1625071229055,2021-06-30T18:40:29.055,0.009,0.305,-0.122,0.183
1625071229056,2021-06-30T18:40:29.056,0.010,0.366,-0.183,0.305
1625071229058,2021-06-30T18:40:29.058,0.012,0.244,-0.427,0.244
1625071229059,2021-06-30T18:40:29.059,0.013,0.061,-0.122,0.061
1625071229060,2021-06-30T18:40:29.060,0.014,0.366,-0.305,0.183
1625071229060,2021-06-30T18:40:29.060,0.014,0.427,-0.305,0.244
1625071229062,2021-06-30T18:40:29.062,0.016,0.488,-0.244,0.244
1625071229063,2021-06-30T18:40:29.063,0.017,0.244,-0.305,0.183
1625071229065,2021-06-30T18:40:29.065,0.019,0.366,-0.183,0.061
1625071229066,2021-06-30T18:40:29.066,0.020,0.366,-0.305,0.183
1625071229068,2021-06-30T18:40:29.068,0.022,0.305,-0.122,0.122
1625071229069,2021-06-30T18:40:29.069,0.023,0.488,-0.305,0.183
1625071229069,2021-06-30T18:40:29.069,0.023,0.305,-0.305,0.305
1625071229071,2021-06-30T18:40:29.071,0.025,0.305,-0.122,0.183
1625071229072,2021-06-30T18:40:29.072,0.026,0.427,-0.305,0.183
1625071229074,2021-06-30T18:40:29.074,0.028,0.183,-0.183,0.305
1625071229075,2021-06-30T18:40:29.075,0.029,0.366,-0.305,0.305
1625071229077,2021-06-30T18:40:29.077,0.031,0.122,-0.488,0.366
1625071229078,2021-06-30T18:40:29.078,0.032,0.122,0.122,0.183
1625071229078,2021-06-30T18:40:29.078,0.032,0.244,0.061,0.061
1625071229080,2021-06-30T18:40:29.080,0.034,0.366,-0.244,0.305
1625071229081,2021-06-30T18:40:29.081,0.035,0.244,-0.122,0.061
1625071229082,2021-06-30T18:40:29.082,0.036,0.305,-0.427,0.244
1625071229084,2021-06-30T18:40:29.084,0.038,0.305,-0.122,0.183
1625071229085,2021-06-30T18:40:29.085,0.039,0.549,-0.244,0.305
1625071229085,2021-06-30T18:40:29.085,0.039,0.244,-0.122,0.488
1625071229087,2021-06-30T18:40:29.087,0.041,0.183,-0.183,0.183
1625071229088,2021-06-30T18:40:29.088,0.042,0.183,-0.244,0.061
1625071229090,2021-06-30T18:40:29.090,0.044,0.427,-0.061,0.061
1625071229091,2021-06-30T18:40:29.091,0.045,0.183,-0.183,0.366
1625071229093,2021-06-30T18:40:29.093,0.047,0.183,-0.244,0.244
1625071229094,2021-06-30T18:40:29.094,0.048,0.366,-0.488,0.122
1625071229094,2021-06-30T18:40:29.094,0.048,0.610,-0.549,0.122
1625071229096,2021-06-30T18:40:29.096,0.050,0.305,-0.427,0.183
1625071229097,2021-06-30T18:40:29.097,0.051,0.244,-0.488,0.183
1625071229099,2021-06-30T18:40:29.099,0.053,0.671,-0.671,0.366
1625071229100,2021-06-30T18:40:29.100,0.054,0.366,-0.244,0.183
1625071229101,2021-06-30T18:40:29.101,0.055,0.610,-0.183,0.183
1625071229103,2021-06-30T18:40:29.103,0.057,0.305,-0.305,0.305
1625071229103,2021-06-30T18:40:29.103,0.057,0.305,-0.183,0.183
1625071229104,2021-06-30T18:40:29.104,0.058,0.427,-0.305,0.305
1625071229106,2021-06-30T18:40:29.106,0.060,0.061,-0.488,0.427
1625071229107,2021-06-30T18:40:29.107,0.061,0.061,-0.305,0.183
1625071229109,2021-06-30T18:40:29.109,0.063,0.427,-0.427,0.244
1625071229110,2021-06-30T18:40:29.110,0.064,0.366,-0.366,0.061
1625071229110,2021-06-30T18:40:29.110,0.064,0.000,-0.305,0.183
1625071229112,2021-06-30T18:40:29.112,0.066,0.183,-0.305,0.122
1625071229115,2021-06-30T18:40:29.115,0.069,0.366,-0.244,0.183
1625071229115,2021-06-30T18:40:29.115,0.069,0.244,-0.183,0.244
1625071229116,2021-06-30T18:40:29.116,0.070,0.122,-0.427,0.061
1625071229118,2021-06-30T18:40:29.118,0.072,0.183,-0.488,0.183
1625071229119,2021-06-30T18:40:29.119,0.073,0.244,-0.488,0.427
1625071229119,2021-06-30T18:40:29.119,0.073,0.366,-0.305,0.061
1625071229121,2021-06-30T18:40:29.121,0.075,0.244,-0.427,-0.122
1625071229122,2021-06-30T18:40:29.122,0.076,0.427,-0.244,0.305
1625071229123,2021-06-30T18:40:29.123,0.077,0.427,-0.244,0.305
1625071229125,2021-06-30T18:40:29.125,0.079,0.183,-0.183,0.061
1625071229126,2021-06-30T18:40:29.126,0.080,0.244,-0.305,0.061
1625071229128,2021-06-30T18:40:29.128,0.082,0.427,-0.488,-0.061
1625071229128,2021-06-30T18:40:29.128,0.082,0.610,-0.183,0.122
1625071229129,2021-06-30T18:40:29.129,0.083,0.427,-0.183,0.366
1625071229131,2021-06-30T18:40:29.131,0.085,0.244,-0.122,0.244
1625071229132,2021-06-30T18:40:29.132,0.086,0.366,-0.427,0.061
1625071229134,2021-06-30T18:40:29.134,0.088,0.122,-0.488,0.305
1625071229135,2021-06-30T18:40:29.135,0.089,0.244,-0.244,0.244
1625071229137,2021-06-30T18:40:29.137,0.091,0.305,-0.061,0.305
1625071229137,2021-06-30T18:40:29.137,0.091,0.366,-0.061,0.427
1625071229138,2021-06-30T18:40:29.138,0.092,0.366,-0.183,0.183
1625071229140,2021-06-30T18:40:29.140,0.094,0.427,-0.366,0.122
1625071229141,2021-06-30T18:40:29.141,0.095,0.488,-0.244,0.122
1625071229143,2021-06-30T18:40:29.143,0.097,0.427,-0.122,0.427
1625071229143,2021-06-30T18:40:29.143,0.097,0.427,-0.244,0.488
1625071229144,2021-06-30T18:40:29.144,0.098,-0.061,-0.183,0.244
1625071229145,2021-06-30T18:40:29.145,0.099,0.244,-0.061,0.366
1625071229147,2021-06-30T18:40:29.147,0.101,0.244,-0.305,0.305
1625071229148,2021-06-30T18:40:29.148,0.102,0.061,-0.366,0.305
1625071229150,2021-06-30T18:40:29.150,0.104,0.305,-0.305,0.244
1625071229151,2021-06-30T18:40:29.151,0.105,0.427,-0.366,0.244
1625071229151,2021-06-30T18:40:29.151,0.105,0.244,-0.183,0.122
1625071229153,2021-06-30T18:40:29.153,0.107,0.427,-0.244,0.061
1625071229154,2021-06-30T18:40:29.154,0.108,0.366,-0.244,0.122
1625071229156,2021-06-30T18:40:29.156,0.110,0.305,-0.366,0.122
1625071229157,2021-06-30T18:40:29.157,0.111,0.183,-0.366,0.183
1625071229159,2021-06-30T18:40:29.159,0.113,0.366,-0.305,0.366
1625071229159,2021-06-30T18:40:29.159,0.113,0.305,-0.305,0.305
1625071229160,2021-06-30T18:40:29.160,0.114,0.427,-0.366,0.061
1625071229162,2021-06-30T18:40:29.162,0.116,0.427,-0.427,0.183
1625071229163,2021-06-30T18:40:29.163,0.117,0.305,-0.305,0.244
1625071229164,2021-06-30T18:40:29.164,0.118,0.427,-0.183,0.061
1625071229166,2021-06-30T18:40:29.166,0.120,0.488,-0.366,0.244
1625071229167,2021-06-30T18:40:29.167,0.121,0.244,0.000,0.427
1625071229167,2021-06-30T18:40:29.167,0.121,0.549,-0.061,0.183
1625071229169,2021-06-30T18:40:29.169,0.123,0.427,-0.122,0.122
1625071229170,2021-06-30T18:40:29.170,0.124,0.244,-0.366,0.244
1625071229172,2021-06-30T18:40:29.172,0.126,0.488,-0.488,0.244
1625071229173,2021-06-30T18:40:29.173,0.127,0.061,-0.549,0.366
1625071229175,2021-06-30T18:40:29.175,0.129,0.122,-0.366,0.305
1625071229176,2021-06-30T18:40:29.176,0.130,0.000,-0.244,0.244
1625071229176,2021-06-30T18:40:29.176,0.130,0.427,-0.244,0.366
1625071229178,2021-06-30T18:40:29.178,0.132,0.366,-0.305,0.427
1625071229179,2021-06-30T18:40:29.179,0.133,0.427,-0.061,0.305
1625071229181,2021-06-30T18:40:29.181,0.135,0.305,-0.244,0.061
1625071229182,2021-06-30T18:40:29.182,0.136,0.061,-0.427,0.183
1625071229184,2021-06-30T18:40:29.184,0.138,0.305,-0.305,0.244
1625071229184,2021-06-30T18:40:29.184,0.138,0.366,-0.244,0.122
1625071229185,2021-06-30T18:40:29.185,0.139,0.610,-0.061,0.305
1625071229186,2021-06-30T18:40:29.186,0.140,0.366,-0.488,0.366
1625071229188,2021-06-30T18:40:29.188,0.142,0.244,-0.366,0.244
1625071229189,2021-06-30T18:40:29.189,0.143,0.183,-0.305,0.305
1625071229191,2021-06-30T18:40:29.191,0.145,0.183,-0.305,0.305
1625071229192,2021-06-30T18:40:29.192,0.146,0.488,-0.183,0.366
1625071229192,2021-06-30T18:40:29.192,0.146,0.488,-0.244,0.244
1625071229194,2021-06-30T18:40:29.194,0.148,0.305,-0.305,0.122
1625071229195,2021-06-30T18:40:29.195,0.149,0.244,-0.366,0.366
1625071229197,2021-06-30T18:40:29.197,0.151,0.366,0.000,0.122
1625071229198,2021-06-30T18:40:29.198,0.152,0.305,0.061,0.183
1625071229200,2021-06-30T18:40:29.200,0.154,0.305,-0.061,0.000
1625071229200,2021-06-30T18:40:29.200,0.154,0.366,-0.366,0.183
1625071229201,2021-06-30T18:40:29.201,0.155,0.366,-0.244,0.244
1625071229204,2021-06-30T18:40:29.204,0.158,0.366,-0.122,0.183
1625071229204,2021-06-30T18:40:29.204,0.158,0.244,-0.183,0.244
1625071229205,2021-06-30T18:40:29.205,0.159,0.427,-0.427,0.122
1625071229207,2021-06-30T18:40:29.207,0.161,0.427,-0.366,0.061
1625071229208,2021-06-30T18:40:29.208,0.162,0.305,-0.427,0.122
1625071229208,2021-06-30T18:40:29.208,0.162,0.427,-0.610,0.244
1625071229210,2021-06-30T18:40:29.210,0.164,0.366,-0.244,0.244
1625071229211,2021-06-30T18:40:29.211,0.165,0.366,-0.366,0.427
1625071229213,2021-06-30T18:40:29.213,0.167,0.488,-0.244,0.061
1625071229214,2021-06-30T18:40:29.214,0.168,0.305,-0.244,0.244
1625071229216,2021-06-30T18:40:29.216,0.170,0.305,-0.244,0.488
1625071229217,2021-06-30T18:40:29.217,0.171,0.305,-0.183,0.305
1625071229217,2021-06-30T18:40:29.217,0.171,0.366,-0.183,0.183
1625071229219,2021-06-30T18:40:29.219,0.173,0.427,-0.305,0.244
1625071229220,2021-06-30T18:40:29.220,0.174,0.183,0.000,0.305
1625071229222,2021-06-30T18:40:29.222,0.176,0.061,0.000,0.183
1625071229223,2021-06-30T18:40:29.223,0.177,0.061,-0.122,0.061
1625071229225,2021-06-30T18:40:29.225,0.179,0.183,-0.366,0.183
1625071229226,2021-06-30T18:40:29.226,0.180,0.244,-0.366,0.061
1625071229226,2021-06-30T18:40:29.226,0.180,0.244,-0.122,0.061
1625071229227,2021-06-30T18:40:29.227,0.181,0.610,-0.183,0.305
1625071229229,2021-06-30T18:40:29.229,0.183,0.366,-0.488,0.366
1625071229230,2021-06-30T18:40:29.230,0.184,0.244,-0.427,0.549
1625071229232,2021-06-30T18:40:29.232,0.186,0.366,-0.061,0.244
1625071229232,2021-06-30T18:40:29.232,0.186,0.488,-0.305,0.183
1625071229233,2021-06-30T18:40:29.233,0.187,0.244,-0.244,0.305
1625071229235,2021-06-30T18:40:29.235,0.189,0.305,-0.122,0.122
1625071229236,2021-06-30T18:40:29.236,0.190,0.183,-0.305,0.305
1625071229238,2021-06-30T18:40:29.238,0.192,0.183,-0.366,0.183
1625071229239,2021-06-30T18:40:29.239,0.193,0.427,-0.366,0.122
1625071229241,2021-06-30T18:40:29.241,0.195,0.488,-0.427,0.305
1625071229241,2021-06-30T18:40:29.241,0.195,0.427,-0.366,0.366
1625071229242,2021-06-30T18:40:29.242,0.196,0.305,-0.244,0.244
1625071229244,2021-06-30T18:40:29.244,0.198,0.122,-0.183,0.427
1625071229245,2021-06-30T18:40:29.245,0.199,0.366,-0.427,0.244
1625071229247,2021-06-30T18:40:29.247,0.201,0.061,-0.366,0.122
1625071229248,2021-06-30T18:40:29.248,0.202,0.427,0.000,0.305
1625071229249,2021-06-30T18:40:29.249,0.203,0.305,-0.122,0.183
1625071229249,2021-06-30T18:40:29.249,0.203,0.061,-0.183,0.000
1625071229251,2021-06-30T18:40:29.251,0.205,0.061,0.061,0.305
1625071229252,2021-06-30T18:40:29.252,0.206,0.122,-0.244,0.305
1625071229254,2021-06-30T18:40:29.254,0.208,0.183,-0.183,0.122
1625071229255,2021-06-30T18:40:29.255,0.209,0.305,-0.183,0.183
1625071229257,2021-06-30T18:40:29.257,0.211,0.549,-0.122,0.244
1625071229257,2021-06-30T18:40:29.257,0.211,0.488,-0.183,0.061
1625071229258,2021-06-30T18:40:29.258,0.212,0.122,-0.305,0.061
1625071229260,2021-06-30T18:40:29.260,0.214,0.000,-0.366,0.122
1625071229261,2021-06-30T18:40:29.261,0.215,0.305,-0.244,0.122
1625071229263,2021-06-30T18:40:29.263,0.217,0.427,-0.427,0.244
1625071229264,2021-06-30T18:40:29.264,0.218,0.305,-0.305,0.244
1625071229266,2021-06-30T18:40:29.266,0.220,0.427,-0.427,0.061
1625071229266,2021-06-30T18:40:29.266,0.220,0.488,-0.366,0.305
1625071229267,2021-06-30T18:40:29.267,0.221,0.305,-0.183,0.366
1625071229268,2021-06-30T18:40:29.268,0.222,0.305,0.061,0.183
1625071229270,2021-06-30T18:40:29.270,0.224,0.427,-0.122,0.366
1625071229271,2021-06-30T18:40:29.271,0.225,0.305,-0.122,0.183
1625071229273,2021-06-30T18:40:29.273,0.227,0.122,-0.244,0.183
1625071229273,2021-06-30T18:40:29.273,0.227,0.305,-0.183,0.366
1625071229274,2021-06-30T18:40:29.274,0.228,0.061,-0.366,0.122
1625071229276,2021-06-30T18:40:29.276,0.230,0.183,-0.244,0.244
1625071229277,2021-06-30T18:40:29.277,0.231,0.366,-0.305,0.366
1625071229279,2021-06-30T18:40:29.279,0.233,0.610,-0.122,0.183
1625071229280,2021-06-30T18:40:29.280,0.234,0.427,-0.061,0.183
1625071229282,2021-06-30T18:40:29.282,0.236,0.183,-0.427,0.122
1625071229282,2021-06-30T18:40:29.282,0.236,0.244,-0.366,0.305
1625071229283,2021-06-30T18:40:29.283,0.237,0.183,-0.305,0.183
1625071229285,2021-06-30T18:40:29.285,0.239,0.183,-0.366,0.305
1625071229286,2021-06-30T18:40:29.286,0.240,0.366,-0.305,0.305
1625071229288,2021-06-30T18:40:29.288,0.242,0.366,-0.366,0.366
1625071229289,2021-06-30T18:40:29.289,0.243,0.488,-0.183,0.183
1625071229289,2021-06-30T18:40:29.289,0.243,0.427,-0.061,0.244
1625071229290,2021-06-30T18:40:29.290,0.244,0.244,-0.366,0.305
1625071229292,2021-06-30T18:40:29.292,0.246,0.610,-0.427,0.183
1625071229293,2021-06-30T18:40:29.293,0.247,0.549,-0.427,0.305
1625071229295,2021-06-30T18:40:29.295,0.249,0.305,-0.244,0.305
1625071229296,2021-06-30T18:40:29.296,0.250,0.366,-0.183,0.183
1625071229298,2021-06-30T18:40:29.298,0.252,0.305,-0.183,0.061
1625071229298,2021-06-30T18:40:29.298,0.252,0.244,-0.244,0.244
1625071229299,2021-06-30T18:40:29.299,0.253,0.427,-0.244,0.244
1625071229301,2021-06-30T18:40:29.301,0.255,0.305,-0.061,0.366
1625071229302,2021-06-30T18:40:29.302,0.256,0.122,0.000,0.244
1625071229304,2021-06-30T18:40:29.304,0.258,0.549,-0.244,0.122
1625071229305,2021-06-30T18:40:29.305,0.259,0.610,-0.366,0.244
1625071229305,2021-06-30T18:40:29.305,0.259,0.183,-0.244,0.488
1625071229307,2021-06-30T18:40:29.307,0.261,-0.183,-0.366,0.183
1625071229308,2021-06-30T18:40:29.308,0.262,0.122,-0.305,0.122
1625071229309,2021-06-30T18:40:29.309,0.263,0.244,-0.549,0.122
1625071229311,2021-06-30T18:40:29.311,0.265,0.183,-0.183,0.183
1625071229312,2021-06-30T18:40:29.312,0.266,0.244,0.000,0.244
1625071229314,2021-06-30T18:40:29.314,0.268,0.183,-0.183,0.305
1625071229314,2021-06-30T18:40:29.314,0.268,0.122,-0.244,0.183
1625071229315,2021-06-30T18:40:29.315,0.269,0.244,-0.183,0.122
1625071229317,2021-06-30T18:40:29.317,0.271,0.427,-0.183,0.122
1625071229318,2021-06-30T18:40:29.318,0.272,0.305,-0.183,0.061
1625071229320,2021-06-30T18:40:29.320,0.274,0.305,-0.122,0.244
1625071229321,2021-06-30T18:40:29.321,0.275,0.183,-0.183,0.366
1625071229323,2021-06-30T18:40:29.323,0.277,0.427,-0.183,0.061
1625071229323,2021-06-30T18:40:29.323,0.277,0.427,-0.366,0.244
1625071229324,2021-06-30T18:40:29.324,0.278,0.366,-0.427,0.366
1625071229326,2021-06-30T18:40:29.326,0.280,0.183,-0.305,0.061
1625071229327,2021-06-30T18:40:29.327,0.281,0.427,-0.366,0.122
1625071229329,2021-06-30T18:40:29.329,0.283,0.488,-0.427,0.244
1625071229330,2021-06-30T18:40:29.330,0.284,0.549,-0.183,0.244
1625071229330,2021-06-30T18:40:29.330,0.284,0.610,-0.427,-0.061
1625071229331,2021-06-30T18:40:29.331,0.285,0.366,-0.366,0.183
1625071229333,2021-06-30T18:40:29.333,0.287,0.427,-0.366,0.366
1625071229334,2021-06-30T18:40:29.334,0.288,0.183,-0.366,0.122
1625071229336,2021-06-30T18:40:29.336,0.290,0.305,-0.183,0.183
1625071229337,2021-06-30T18:40:29.337,0.291,0.488,-0.244,0.000
1625071229339,2021-06-30T18:40:29.339,0.293,0.366,-0.183,0.305
1625071229339,2021-06-30T18:40:29.339,0.293,0.427,-0.061,0.244
1625071229340,2021-06-30T18:40:29.340,0.294,0.366,-0.549,0.244
1625071229342,2021-06-30T18:40:29.342,0.296,0.061,-0.366,0.183
1625071229343,2021-06-30T18:40:29.343,0.297,0.488,-0.122,0.122
1625071229345,2021-06-30T18:40:29.345,0.299,0.549,-0.366,0.183
1625071229346,2021-06-30T18:40:29.346,0.300,0.183,-0.183,0.061
1625071229346,2021-06-30T18:40:29.346,0.300,0.183,-0.183,0.183
1625071229348,2021-06-30T18:40:29.348,0.302,0.305,-0.183,0.305
1625071229349,2021-06-30T18:40:29.349,0.303,0.061,-0.183,0.061
1625071229351,2021-06-30T18:40:29.351,0.305,0.122,-0.122,0.061
1625071229352,2021-06-30T18:40:29.352,0.306,0.549,0.000,0.305
1625071229353,2021-06-30T18:40:29.353,0.307,0.549,-0.061,0.427
1625071229355,2021-06-30T18:40:29.355,0.309,0.305,-0.305,0.183
1625071229355,2021-06-30T18:40:29.355,0.309,0.183,-0.305,0.183
1625071229356,2021-06-30T18:40:29.356,0.310,0.427,-0.061,0.305
1625071229358,2021-06-30T18:40:29.358,0.312,0.488,-0.061,0.244
1625071229359,2021-06-30T18:40:29.359,0.313,0.427,-0.183,0.061
1625071229361,2021-06-30T18:40:29.361,0.315,0.305,-0.366,0.000
1625071229362,2021-06-30T18:40:29.362,0.316,0.183,-0.061,0.244
1625071229362,2021-06-30T18:40:29.362,0.316,0.427,-0.061,0.305
1625071229364,2021-06-30T18:40:29.364,0.318,0.549,-0.366,0.305
1625071229365,2021-06-30T18:40:29.365,0.319,0.366,-0.305,0.183
1625071229367,2021-06-30T18:40:29.367,0.321,0.244,0.122,0.244
1625071229368,2021-06-30T18:40:29.368,0.322,0.244,-0.122,0.122
1625071229370,2021-06-30T18:40:29.370,0.324,0.488,-0.366,0.183
1625071229371,2021-06-30T18:40:29.371,0.325,0.488,-0.427,0.366
1625071229371,2021-06-30T18:40:29.371,0.325,0.122,-0.122,0.061
1625071229372,2021-06-30T18:40:29.372,0.326,0.305,-0.183,0.061
1625071229374,2021-06-30T18:40:29.374,0.328,0.427,-0.183,0.122
1625071229375,2021-06-30T18:40:29.375,0.329,0.305,-0.244,0.427
1625071229377,2021-06-30T18:40:29.377,0.331,0.305,-0.244,0.305
1625071229378,2021-06-30T18:40:29.378,0.332,0.366,-0.488,0.183
1625071229378,2021-06-30T18:40:29.378,0.332,0.366,-0.488,0.183
1625071229380,2021-06-30T18:40:29.380,0.334,0.671,-0.366,0.183
1625071229381,2021-06-30T18:40:29.381,0.335,0.549,-0.427,0.183
1625071229383,2021-06-30T18:40:29.383,0.337,0.122,-0.061,0.122
1625071229384,2021-06-30T18:40:29.384,0.338,-0.061,-0.305,0.122
1625071229386,2021-06-30T18:40:29.386,0.340,0.061,-0.305,0.183
1625071229387,2021-06-30T18:40:29.387,0.341,0.549,-0.122,0.305
1625071229387,2021-06-30T18:40:29.387,0.341,0.122,-0.122,0.183
1625071229389,2021-06-30T18:40:29.389,0.343,0.122,-0.549,-0.122
1625071229390,2021-06-30T18:40:29.390,0.344,0.427,-0.549,0.000
1625071229392,2021-06-30T18:40:29.392,0.346,0.488,-0.427,0.183
1625071229393,2021-06-30T18:40:29.393,0.347,0.061,-0.183,0.183
1625071229394,2021-06-30T18:40:29.394,0.348,0.061,-0.122,0.061
1625071229394,2021-06-30T18:40:29.394,0.348,0.610,0.061,0.244
1625071229396,2021-06-30T18:40:29.396,0.350,0.427,-0.488,0.244
1625071229397,2021-06-30T18:40:29.397,0.351,0.305,-0.488,0.244
1625071229399,2021-06-30T18:40:29.399,0.353,0.488,-0.183,0.305
1625071229400,2021-06-30T18:40:29.400,0.354,0.366,0.000,0.427
1625071229402,2021-06-30T18:40:29.402,0.356,0.122,-0.549,0.244
1625071229403,2021-06-30T18:40:29.403,0.357,0.305,-0.488,0.122
1625071229403,2021-06-30T18:40:29.403,0.357,0.305,-0.244,0.244
1625071229405,2021-06-30T18:40:29.405,0.359,0.366,-0.366,0.305
1625071229406,2021-06-30T18:40:29.406,0.360,0.122,-0.366,0.061
1625071229408,2021-06-30T18:40:29.408,0.362,0.061,-0.183,0.122
1625071229409,2021-06-30T18:40:29.409,0.363,0.366,-0.244,0.244
1625071229411,2021-06-30T18:40:29.411,0.365,0.366,-0.427,0.122
1625071229412,2021-06-30T18:40:29.412,0.366,0.427,-0.122,0.122
1625071229412,2021-06-30T18:40:29.412,0.366,0.671,-0.305,0.122
1625071229413,2021-06-30T18:40:29.413,0.367,0.549,-0.305,0.366
1625071229415,2021-06-30T18:40:29.415,0.369,0.610,-0.244,0.305
1625071229416,2021-06-30T18:40:29.416,0.370,0.366,-0.305,0.122
1625071229418,2021-06-30T18:40:29.418,0.372,-0.061,-0.427,0.244
1625071229419,2021-06-30T18:40:29.419,0.373,0.000,-0.305,0.122
1625071229419,2021-06-30T18:40:29.419,0.373,0.305,0.000,0.122
1625071229421,2021-06-30T18:40:29.421,0.375,0.183,-0.061,0.244
1625071229422,2021-06-30T18:40:29.422,0.376,0.244,-0.244,0.183
1625071229424,2021-06-30T18:40:29.424,0.378,0.427,-0.183,0.183
1625071229425,2021-06-30T18:40:29.425,0.379,0.305,-0.366,0.061
1625071229427,2021-06-30T18:40:29.427,0.381,0.610,-0.122,0.122
1625071229428,2021-06-30T18:40:29.428,0.382,0.427,-0.122,0.244
1625071229428,2021-06-30T18:40:29.428,0.382,0.671,-0.305,0.305
1625071229430,2021-06-30T18:40:29.430,0.384,0.549,-0.244,0.183
1625071229431,2021-06-30T18:40:29.431,0.385,0.244,0.061,0.305
1625071229433,2021-06-30T18:40:29.433,0.387,0.366,-0.366,0.244
1625071229434,2021-06-30T18:40:29.434,0.388,0.427,-0.305,0.122
1625071229435,2021-06-30T18:40:29.435,0.389,0.244,-0.244,0.183
1625071229435,2021-06-30T18:40:29.435,0.389,0.549,-0.488,0.244
1625071229437,2021-06-30T18:40:29.437,0.391,0.366,-0.427,0.183
1625071229438,2021-06-30T18:40:29.438,0.392,0.427,-0.244,0.183
1625071229440,2021-06-30T18:40:29.440,0.394,0.366,-0.244,0.366
1625071229441,2021-06-30T18:40:29.441,0.395,0.244,-0.244,0.366
1625071229443,2021-06-30T18:40:29.443,0.397,0.000,-0.244,0.183
1625071229444,2021-06-30T18:40:29.444,0.398,0.366,-0.305,0.183
1625071229444,2021-06-30T18:40:29.444,0.398,0.488,-0.183,0.183
1625071229446,2021-06-30T18:40:29.446,0.400,0.488,0.000,0.183
1625071229447,2021-06-30T18:40:29.447,0.401,0.183,-0.305,0.122
1625071229449,2021-06-30T18:40:29.449,0.403,0.244,-0.366,0.183
1625071229450,2021-06-30T18:40:29.450,0.404,0.488,-0.183,0.244
1625071229452,2021-06-30T18:40:29.452,0.406,0.427,-0.244,0.061
1625071229452,2021-06-30T18:40:29.452,0.406,0.244,-0.305,0.122
1625071229453,2021-06-30T18:40:29.453,0.407,0.122,-0.427,0.305
1625071229455,2021-06-30T18:40:29.455,0.409,0.305,-0.366,0.305
1625071229456,2021-06-30T18:40:29.456,0.410,0.427,-0.183,-0.061
1625071229457,2021-06-30T18:40:29.457,0.411,0.488,-0.366,0.244
1625071229459,2021-06-30T18:40:29.459,0.413,0.244,-0.305,0.244
1625071229460,2021-06-30T18:40:29.460,0.414,0.427,-0.305,0.122
1625071229460,2021-06-30T18:40:29.460,0.414,0.366,-0.366,0.183
1625071229462,2021-06-30T18:40:29.462,0.416,0.244,-0.183,0.305
1625071229463,2021-06-30T18:40:29.463,0.417,0.427,-0.244,0.183
1625071229465,2021-06-30T18:40:29.465,0.419,0.366,-0.244,0.122
1625071229466,2021-06-30T18:40:29.466,0.420,0.244,-0.183,-0.122
1625071229468,2021-06-30T18:40:29.468,0.422,0.122,-0.244,0.061
1625071229468,2021-06-30T18:40:29.468,0.422,0.427,-0.122,0.244
1625071229469,2021-06-30T18:40:29.469,0.423,0.427,0.000,0.366
1625071229471,2021-06-30T18:40:29.471,0.425,0.366,-0.549,0.061
1625071229472,2021-06-30T18:40:29.472,0.426,0.183,-0.366,0.122
1625071229474,2021-06-30T18:40:29.474,0.428,0.366,-0.122,0.183
1625071229475,2021-06-30T18:40:29.475,0.429,0.488,-0.122,0.183
1625071229476,2021-06-30T18:40:29.476,0.430,0.549,-0.183,0.305
1625071229476,2021-06-30T18:40:29.476,0.430,0.244,-0.305,0.427
1625071229478,2021-06-30T18:40:29.478,0.432,0.122,-0.061,0.366
1625071229479,2021-06-30T18:40:29.479,0.433,0.244,-0.305,0.183
1625071229481,2021-06-30T18:40:29.481,0.435,0.488,-0.366,0.061
1625071229482,2021-06-30T18:40:29.482,0.436,0.244,-0.183,0.000
1625071229484,2021-06-30T18:40:29.484,0.438,0.366,-0.061,0.061
1625071229485,2021-06-30T18:40:29.485,0.439,0.366,-0.183,0.549
1625071229485,2021-06-30T18:40:29.485,0.439,0.305,-0.244,0.427
1625071229487,2021-06-30T18:40:29.487,0.441,0.427,-0.305,0.061
1625071229488,2021-06-30T18:40:29.488,0.442,0.549,-0.427,0.000
1625071229490,2021-06-30T18:40:29.490,0.444,0.488,-0.183,0.244
1625071229491,2021-06-30T18:40:29.491,0.445,0.488,-0.305,0.244
1625071229493,2021-06-30T18:40:29.493,0.447,0.366,-0.366,0.183
1625071229493,2021-06-30T18:40:29.493,0.447,0.366,-0.244,0.244
1625071229494,2021-06-30T18:40:29.494,0.448,0.427,-0.366,0.183
1625071229496,2021-06-30T18:40:29.496,0.450,0.488,-0.366,0.183
1625071229497,2021-06-30T18:40:29.497,0.451,0.549,-0.183,0.244
1625071229498,2021-06-30T18:40:29.498,0.452,0.305,-0.244,0.244
1625071229500,2021-06-30T18:40:29.500,0.454,-0.061,-0.427,0.366
1625071229501,2021-06-30T18:40:29.501,0.455,0.427,-0.427,0.000
